Stage,Session,Trial,Step,Alpha,Gamma,Deadline,NextWay,Left,Right,Oncoming,Light,Action,Reward,TotRewd,TotPass,TotFail
3,301,30,21,0.97,0.38,10,right,,,,red,right,0.5,420.5,9,16
3,301,30,22,0.97,0.38,9,right,,,,green,left,0.5,421.0,9,16
3,301,30,23,0.97,0.38,8,right,,,,red,right,0.5,421.5,9,16
3,301,30,24,0.97,0.38,7,right,,,,green,left,0.5,422.0,9,16
3,301,30,25,0.97,0.38,6,right,,,,green,left,0.5,422.5,9,16
3,301,30,26,0.97,0.38,5,left,,,,red,right,0.5,423.0,9,16
3,301,30,27,0.97,0.38,4,right,,,,green,left,0.5,423.5,9,16
3,301,30,28,0.97,0.38,3,left,,,,red,right,0.5,424.0,9,16
3,301,30,29,0.97,0.38,2,forward,,,,red,right,0.5,424.5,9,16
3,301,30,30,0.97,0.38,1,left,,,,green,left,0.5,425.0,9,16
3,301,30,31,0.97,0.38,0,right,,,,green,left,0.5,425.5,9,16
3,301,31,1,0.97,0.38,20,right,,,,green,left,0.5,426.0,9,16
3,301,31,2,0.97,0.38,19,right,,,,red,right,0.5,426.5,9,16
3,301,31,3,0.97,0.38,18,right,,,,red,right,0.5,427.0,9,16
3,301,31,4,0.97,0.38,17,forward,,left,,green,left,0.5,427.5,9,16
3,301,31,5,0.97,0.38,16,right,,,,green,left,0.5,428.0,9,16
3,301,31,6,0.97,0.38,15,right,left,,,green,left,0.5,428.5,9,16
3,301,31,7,0.97,0.38,14,left,,,,green,left,0.5,429.0,9,16
3,301,31,8,0.97,0.38,13,forward,,,,red,right,0.5,429.5,9,16
3,301,31,9,0.97,0.38,12,left,,,,green,left,0.5,430.0,9,16
3,301,31,10,0.97,0.38,11,forward,,,,green,left,0.5,430.5,9,16
3,301,31,11,0.97,0.38,10,right,,,,red,right,0.5,431.0,9,16
3,301,31,12,0.97,0.38,9,forward,,,,red,right,0.5,431.5,9,16
3,301,31,13,0.97,0.38,8,left,,,,green,left,0.5,432.0,9,16
3,301,31,14,0.97,0.38,7,right,,,,red,right,10.5,442.5,10,16
3,301,32,1,0.97,0.38,30,right,,,,green,left,0.5,443.0,10,16
3,301,32,2,0.97,0.38,29,right,,,,green,left,0.5,443.5,10,16
3,301,32,3,0.97,0.38,28,left,,,,green,left,0.5,444.0,10,16
3,301,32,4,0.97,0.38,27,forward,,,,green,left,0.5,444.5,10,16
3,301,32,5,0.97,0.38,26,right,,,,red,right,0.5,445.0,10,16
3,301,32,6,0.97,0.38,25,forward,,,,red,right,0.5,445.5,10,16
3,301,32,7,0.97,0.38,24,left,,,,red,right,0.5,446.0,10,16
3,301,32,8,0.97,0.38,23,right,,,,red,right,0.5,446.5,10,16
3,301,32,9,0.97,0.38,22,right,,,,green,left,0.5,447.0,10,16
3,301,32,10,0.97,0.38,21,right,,,,red,right,0.5,447.5,10,16
3,301,32,11,0.97,0.38,20,right,,,,green,left,0.5,448.0,10,16
3,301,32,12,0.97,0.38,19,right,,,,red,right,0.5,448.5,10,16
3,301,32,13,0.97,0.38,18,right,,,,green,left,0.5,449.0,10,16
3,301,32,14,0.97,0.38,17,forward,,,,green,left,0.5,449.5,10,16
3,301,32,15,0.97,0.38,16,right,,,,green,left,0.5,450.0,10,16
3,301,32,16,0.97,0.38,15,forward,,,,green,left,0.5,450.5,10,16
3,301,32,17,0.97,0.38,14,right,,,,red,right,0.5,451.0,10,16
3,301,32,18,0.97,0.38,13,forward,,,,green,left,0.5,451.5,10,16
3,301,32,19,0.97,0.38,12,right,,,,red,right,0.5,452.0,10,16
3,301,32,20,0.97,0.38,11,forward,,,,red,right,0.5,452.5,10,16
3,301,32,21,0.97,0.38,10,left,,,,red,right,0.5,453.0,10,16
3,301,32,22,0.97,0.38,9,right,,,,red,right,0.5,453.5,10,16
3,301,32,23,0.97,0.38,8,right,,,,green,left,0.5,454.0,10,16
3,301,32,24,0.97,0.38,7,right,,,,red,right,0.5,454.5,10,16
3,301,32,25,0.97,0.38,6,right,,,,red,right,0.5,455.0,10,16
3,301,32,26,0.97,0.38,5,forward,,,,red,right,0.5,455.5,10,16
3,301,32,27,0.97,0.38,4,left,,,,red,right,0.5,456.0,10,16
3,301,32,28,0.97,0.38,3,right,,,,red,right,0.5,456.5,10,16
3,301,32,29,0.97,0.38,2,right,,,,green,left,0.5,457.0,10,16
3,301,32,30,0.97,0.38,1,forward,,,,green,left,0.5,457.5,10,16
3,301,32,31,0.97,0.38,0,right,,,,red,right,0.5,458.0,10,16
3,301,33,1,0.97,0.38,30,right,,,,red,right,0.5,458.5,10,16
3,301,33,2,0.97,0.38,29,right,,,,red,right,0.5,459.0,10,16
3,301,33,3,0.97,0.38,28,forward,,,,green,left,0.5,459.5,10,16
3,301,33,4,0.97,0.38,27,right,,,,red,right,0.5,460.0,10,16
3,301,33,5,0.97,0.38,26,forward,,,,red,right,0.5,460.5,10,16
3,301,33,6,0.97,0.38,25,left,,,,green,left,0.5,461.0,10,16
3,301,33,7,0.97,0.38,24,forward,,,,red,right,0.5,461.5,10,16
3,301,33,8,0.97,0.38,23,left,,,,green,left,0.5,462.0,10,16
3,301,33,9,0.97,0.38,22,forward,,,,green,left,0.5,462.5,10,16
3,301,33,10,0.97,0.38,21,right,,,,red,right,10.5,473.0,11,16
3,301,34,1,0.97,0.38,50,right,,,,green,left,0.5,473.5,11,16
3,301,34,2,0.97,0.38,49,left,,,,green,left,0.5,474.0,11,16
3,301,34,3,0.97,0.38,48,forward,,,,red,right,0.5,474.5,11,16
3,301,34,4,0.97,0.38,47,left,,,,green,left,0.5,475.0,11,16
3,301,34,5,0.97,0.38,46,forward,,,,red,right,0.5,475.5,11,16
3,301,34,6,0.97,0.38,45,left,,,,green,left,0.5,476.0,11,16
3,301,34,7,0.97,0.38,44,forward,,,,red,right,0.5,476.5,11,16
3,301,34,8,0.97,0.38,43,left,,,,green,left,0.5,477.0,11,16
3,301,34,9,0.97,0.38,42,forward,,,,green,left,0.5,477.5,11,16
3,301,34,10,0.97,0.38,41,right,,,,green,left,0.5,478.0,11,16
3,301,34,11,0.97,0.38,40,right,,,,green,left,0.5,478.5,11,16
3,301,34,12,0.97,0.38,39,left,,,,red,right,0.5,479.0,11,16
3,301,34,13,0.97,0.38,38,right,,,,red,right,0.5,479.5,11,16
3,301,34,14,0.97,0.38,37,right,,,,green,left,0.5,480.0,11,16
3,301,34,15,0.97,0.38,36,right,,,,red,right,0.5,480.5,11,16
3,301,34,16,0.97,0.38,35,right,,,,red,right,0.5,481.0,11,16
3,301,34,17,0.97,0.38,34,forward,,,,green,left,0.5,481.5,11,16
3,301,34,18,0.97,0.38,33,right,,,,green,left,0.5,482.0,11,16
3,301,34,19,0.97,0.38,32,right,,,,green,left,0.5,482.5,11,16
3,301,34,20,0.97,0.38,31,left,,,,green,left,0.5,483.0,11,16
3,301,34,21,0.97,0.38,30,forward,,,,red,right,0.5,483.5,11,16
3,301,34,22,0.97,0.38,29,left,,,,green,left,0.5,484.0,11,16
3,301,34,23,0.97,0.38,28,forward,,,,red,right,0.5,484.5,11,16
3,301,34,24,0.97,0.38,27,left,,,,green,left,0.5,485.0,11,16
3,301,34,25,0.97,0.38,26,forward,,,,red,right,0.5,485.5,11,16
3,301,34,26,0.97,0.38,25,left,,,,green,left,0.5,486.0,11,16
3,301,34,27,0.97,0.38,24,forward,,,,green,left,0.5,486.5,11,16
3,301,34,28,0.97,0.38,23,right,,,,red,right,0.5,487.0,11,16
3,301,34,29,0.97,0.38,22,forward,,,,red,right,0.5,487.5,11,16
3,301,34,30,0.97,0.38,21,left,,,,red,right,0.5,488.0,11,16
3,301,34,31,0.97,0.38,20,right,,,,red,right,0.5,488.5,11,16
3,301,34,32,0.97,0.38,19,right,,,,green,left,0.5,489.0,11,16
3,301,34,33,0.97,0.38,18,right,,,,red,right,0.5,489.5,11,16
3,301,34,34,0.97,0.38,17,right,,,,red,right,0.5,490.0,11,16
3,301,34,35,0.97,0.38,16,forward,,,,green,left,0.5,490.5,11,16
3,301,34,36,0.97,0.38,15,right,,,,red,right,0.5,491.0,11,16
3,301,34,37,0.97,0.38,14,forward,,,,green,left,0.5,491.5,11,16
3,301,34,38,0.97,0.38,13,right,,,,green,left,0.5,492.0,11,16
3,301,34,39,0.97,0.38,12,right,,,,green,left,0.5,492.5,11,16
3,301,34,40,0.97,0.38,11,left,,,,green,left,0.5,493.0,11,16
3,301,34,41,0.97,0.38,10,forward,,,,red,right,0.5,493.5,11,16
3,301,34,42,0.97,0.38,9,left,,,,red,right,0.5,494.0,11,16
3,301,34,43,0.97,0.38,8,right,,,,green,left,0.5,494.5,11,16
3,301,34,44,0.97,0.38,7,left,,,left,red,right,0.5,495.0,11,16
3,301,34,45,0.97,0.38,6,right,,,,red,right,0.5,495.5,11,16
3,301,34,46,0.97,0.38,5,right,,,,green,left,0.5,496.0,11,16
3,301,34,47,0.97,0.38,4,right,,,,red,right,0.5,496.5,11,16
3,301,34,48,0.97,0.38,3,right,,,,red,right,0.5,497.0,11,16
3,301,34,49,0.97,0.38,2,forward,,,,green,left,0.5,497.5,11,16
3,301,34,50,0.97,0.38,1,right,,,,green,left,0.5,498.0,11,16
3,301,34,51,0.97,0.38,0,right,,,,green,left,0.5,498.5,11,16
3,301,35,1,0.97,0.38,40,forward,,,,red,right,0.5,499.0,11,16
3,301,35,2,0.97,0.38,39,left,,,,green,left,0.5,499.5,11,16
3,301,35,3,0.97,0.38,38,forward,,,,red,right,0.5,500.0,11,16
3,301,35,4,0.97,0.38,37,left,,,,red,right,0.5,500.5,11,16
3,301,35,5,0.97,0.38,36,right,,,,green,left,0.5,501.0,11,16
3,301,35,6,0.97,0.38,35,left,,,,green,left,0.5,501.5,11,16
3,301,35,7,0.97,0.38,34,forward,,,,red,right,0.5,502.0,11,16
3,301,35,8,0.97,0.38,33,left,,,,green,left,0.5,502.5,11,16
3,301,35,9,0.97,0.38,32,forward,,,,green,left,0.5,503.0,11,16
3,301,35,10,0.97,0.38,31,right,,,,green,left,0.5,503.5,11,16
3,301,35,11,0.97,0.38,30,right,,,,green,left,0.5,504.0,11,16
3,301,35,12,0.97,0.38,29,left,,,,red,right,0.5,504.5,11,16
3,301,35,13,0.97,0.38,28,right,,,,red,right,0.5,505.0,11,16
3,301,35,14,0.97,0.38,27,right,,,,red,right,0.5,505.5,11,16
3,301,35,15,0.97,0.38,26,forward,,,,red,right,0.5,506.0,11,16
3,301,35,16,0.97,0.38,25,left,,,,green,left,0.5,506.5,11,16
3,301,35,17,0.97,0.38,24,forward,,,,green,left,0.5,507.0,11,16
3,301,35,18,0.97,0.38,23,right,,,,green,left,0.5,507.5,11,16
3,301,35,19,0.97,0.38,22,right,,,,green,left,0.5,508.0,11,16
3,301,35,20,0.97,0.38,21,left,,,,red,right,0.5,508.5,11,16
3,301,35,21,0.97,0.38,20,right,,,,red,right,0.5,509.0,11,16
3,301,35,22,0.97,0.38,19,right,,,,red,right,0.5,509.5,11,16
3,301,35,23,0.97,0.38,18,forward,,,,red,right,0.5,510.0,11,16
3,301,35,24,0.97,0.38,17,left,,,,green,left,0.5,510.5,11,16
3,301,35,25,0.97,0.38,16,forward,,,,red,right,0.5,511.0,11,16
3,301,35,26,0.97,0.38,15,left,,,,green,left,0.5,511.5,11,16
3,301,35,27,0.97,0.38,14,forward,,,,green,left,0.5,512.0,11,16
3,301,35,28,0.97,0.38,13,right,,,,red,right,0.5,512.5,11,16
3,301,35,29,0.97,0.38,12,forward,,,left,red,right,0.5,513.0,11,16
3,301,35,30,0.97,0.38,11,left,,,,green,left,0.5,513.5,11,16
3,301,35,31,0.97,0.38,10,forward,,,,red,right,0.5,514.0,11,16
3,301,35,32,0.97,0.38,9,left,,,,red,right,0.5,514.5,11,16
3,301,35,33,0.97,0.38,8,right,,,,red,right,0.5,515.0,11,16
3,301,35,34,0.97,0.38,7,right,,,,green,left,0.5,515.5,11,16
3,301,35,35,0.97,0.38,6,right,,,,red,right,0.5,516.0,11,16
3,301,35,36,0.97,0.38,5,right,,,,red,right,0.5,516.5,11,16
3,301,35,37,0.97,0.38,4,forward,,,,red,right,0.5,517.0,11,16
3,301,35,38,0.97,0.38,3,left,,,,red,right,0.5,517.5,11,16
3,301,35,39,0.97,0.38,2,right,,,,green,left,0.5,518.0,11,16
3,301,35,40,0.97,0.38,1,left,left,,,green,left,0.5,518.5,11,16
3,301,35,41,0.97,0.38,0,forward,,,,red,right,0.5,519.0,11,16
3,301,36,1,0.97,0.38,20,left,,,,red,right,0.5,519.5,11,16
3,301,36,2,0.97,0.38,19,right,,,,green,left,0.5,520.0,11,16
3,301,36,3,0.97,0.38,18,left,,,,red,right,0.5,520.5,11,16
3,301,36,4,0.97,0.38,17,right,,,,red,right,0.5,521.0,11,16
3,301,36,5,0.97,0.38,16,right,,,,red,right,0.5,521.5,11,16
3,301,36,6,0.97,0.38,15,forward,,,,red,right,0.5,522.0,11,16
3,301,36,7,0.97,0.38,14,left,,,,green,left,0.5,522.5,11,16
3,301,36,8,0.97,0.38,13,forward,,,,green,left,0.5,523.0,11,16
3,301,36,9,0.97,0.38,12,right,,,,green,left,0.5,523.5,11,16
3,301,36,10,0.97,0.38,11,right,,,,green,left,0.5,524.0,11,16
3,301,36,11,0.97,0.38,10,left,,left,,red,right,0.5,524.5,11,16
3,301,36,12,0.97,0.38,9,right,,,,red,right,0.5,525.0,11,16
3,301,36,13,0.97,0.38,8,right,,left,,red,right,0.5,525.5,11,16
3,301,36,14,0.97,0.38,7,forward,,,,red,right,0.5,526.0,11,16
3,301,36,15,0.97,0.38,6,left,,,,green,left,0.5,526.5,11,16
3,301,36,16,0.97,0.38,5,forward,,,,green,left,0.5,527.0,11,16
3,301,36,17,0.97,0.38,4,right,,,,green,left,0.5,527.5,11,16
3,301,36,18,0.97,0.38,3,right,,forward,,green,left,0.5,528.0,11,16
3,301,36,19,0.97,0.38,2,left,,,,red,right,0.5,528.5,11,16
3,301,36,20,0.97,0.38,1,right,,,,green,left,0.5,529.0,11,16
3,301,36,21,0.97,0.38,0,left,,,,red,right,0.5,529.5,11,16
3,301,37,1,0.97,0.38,30,forward,,,,red,right,0.5,530.0,11,16
3,301,37,2,0.97,0.38,29,left,,,,green,left,0.5,530.5,11,16
3,301,37,3,0.97,0.38,28,forward,,,,red,right,0.5,531.0,11,16
3,301,37,4,0.97,0.38,27,left,,,,red,right,0.5,531.5,11,16
3,301,37,5,0.97,0.38,26,right,,,,red,right,0.5,532.0,11,16
3,301,37,6,0.97,0.38,25,right,,,,red,right,0.5,532.5,11,16
3,301,37,7,0.97,0.38,24,forward,,,,green,left,0.5,533.0,11,16
3,301,37,8,0.97,0.38,23,right,,,,green,left,0.5,533.5,11,16
3,301,37,9,0.97,0.38,22,right,,,,red,right,0.5,534.0,11,16
3,301,37,10,0.97,0.38,21,right,,,,green,left,0.5,534.5,11,16
3,301,37,11,0.97,0.38,20,right,,,,red,right,0.5,535.0,11,16
3,301,37,12,0.97,0.38,19,right,,,,green,left,0.5,535.5,11,16
3,301,37,13,0.97,0.38,18,right,,,,red,right,0.5,536.0,11,16
3,301,37,14,0.97,0.38,17,right,,,,red,right,0.5,536.5,11,16
3,301,37,15,0.97,0.38,16,forward,,,,green,left,0.5,537.0,11,16
3,301,37,16,0.97,0.38,15,right,,,,green,left,0.5,537.5,11,16
3,301,37,17,0.97,0.38,14,right,,,,red,right,0.5,538.0,11,16
3,301,37,18,0.97,0.38,13,right,,,,green,left,0.5,538.5,11,16
3,301,37,19,0.97,0.38,12,right,,,,green,left,0.5,539.0,11,16
3,301,37,20,0.97,0.38,11,left,,,,green,left,0.5,539.5,11,16
3,301,37,21,0.97,0.38,10,forward,,,,green,left,0.5,540.0,11,16
3,301,37,22,0.97,0.38,9,right,,,,red,right,0.5,540.5,11,16
3,301,37,23,0.97,0.38,8,forward,,,,green,left,0.5,541.0,11,16
3,301,37,24,0.97,0.38,7,right,,,,green,left,0.5,541.5,11,16
3,301,37,25,0.97,0.38,6,right,,,,red,right,0.5,542.0,11,16
3,301,37,26,0.97,0.38,5,right,,,,green,left,0.5,542.5,11,16
3,301,37,27,0.97,0.38,4,right,,,,red,right,0.5,543.0,11,16
3,301,37,28,0.97,0.38,3,right,,,left,green,left,0.5,543.5,11,16
3,301,37,29,0.97,0.38,2,right,,,,red,right,0.5,544.0,11,16
3,301,37,30,0.97,0.38,1,right,,,,green,left,0.5,544.5,11,16
3,301,37,31,0.97,0.38,0,right,,,forward,green,left,0.5,545.0,11,16
3,301,38,1,0.97,0.38,20,right,,,,green,left,0.5,545.5,11,16
3,301,38,2,0.97,0.38,19,right,,,,green,left,0.5,546.0,11,16
3,301,38,3,0.97,0.38,18,left,,,,red,right,0.5,546.5,11,16
3,301,38,4,0.97,0.38,17,right,,,,red,right,0.5,547.0,11,16
3,301,38,5,0.97,0.38,16,right,,,,green,left,0.5,547.5,11,16
3,301,38,6,0.97,0.38,15,right,,,,green,left,0.5,548.0,11,16
3,301,38,7,0.97,0.38,14,left,,,,red,right,0.5,548.5,11,16
3,301,38,8,0.97,0.38,13,right,,,,green,left,0.5,549.0,11,16
3,301,38,9,0.97,0.38,12,left,,forward,,green,left,0.5,549.5,11,16
3,301,38,10,0.97,0.38,11,forward,,,left,red,right,0.5,550.0,11,16
3,301,38,11,0.97,0.38,10,left,,,,red,right,0.5,550.5,11,16
3,301,38,12,0.97,0.38,9,right,,,,green,left,0.5,551.0,11,16
3,301,38,13,0.97,0.38,8,left,,,,red,right,0.5,551.5,11,16
3,301,38,14,0.97,0.38,7,right,,,,red,right,0.5,552.0,11,16
3,301,38,15,0.97,0.38,6,right,,,,green,left,0.5,552.5,11,16
3,301,38,16,0.97,0.38,5,right,,,,green,left,0.5,553.0,11,16
3,301,38,17,0.97,0.38,4,left,,,,green,left,0.5,553.5,11,16
3,301,38,18,0.97,0.38,3,forward,,,,green,left,0.5,554.0,11,16
3,301,38,19,0.97,0.38,2,right,,,,green,left,0.5,554.5,11,16
3,301,38,20,0.97,0.38,1,right,,,,green,left,0.5,555.0,11,16
3,301,38,21,0.97,0.38,0,left,,,,red,right,0.5,555.5,11,16
3,301,39,1,0.97,0.38,35,forward,,,,green,left,0.5,556.0,11,16
3,301,39,2,0.97,0.38,34,right,,,,green,left,0.5,556.5,11,16
3,301,39,3,0.97,0.38,33,forward,,,,green,left,0.5,557.0,11,16
3,301,39,4,0.97,0.38,32,right,,,,green,left,0.5,557.5,11,16
3,301,39,5,0.97,0.38,31,forward,,,,green,left,0.5,558.0,11,16
3,301,39,6,0.97,0.38,30,right,,,,red,right,0.5,558.5,11,16
3,301,39,7,0.97,0.38,29,forward,,,,green,left,0.5,559.0,11,16
3,301,39,8,0.97,0.38,28,right,,,,red,right,0.5,559.5,11,16
3,301,39,9,0.97,0.38,27,forward,,,,green,left,0.5,560.0,11,16
3,301,39,10,0.97,0.38,26,right,,,,green,left,0.5,560.5,11,16
3,301,39,11,0.97,0.38,25,right,,,,red,right,0.5,561.0,11,16
3,301,39,12,0.97,0.38,24,right,,,,red,right,0.5,561.5,11,16
3,301,39,13,0.97,0.38,23,forward,,,,green,left,0.5,562.0,11,16
3,301,39,14,0.97,0.38,22,right,,,,green,left,0.5,562.5,11,16
3,301,39,15,0.97,0.38,21,right,,,,red,right,0.5,563.0,11,16
3,301,39,16,0.97,0.38,20,right,,,,green,left,0.5,563.5,11,16
3,301,39,17,0.97,0.38,19,right,,,,red,right,0.5,564.0,11,16
3,301,39,18,0.97,0.38,18,right,,,,red,right,0.5,564.5,11,16
3,301,39,19,0.97,0.38,17,forward,,,,green,left,0.5,565.0,11,16
3,301,39,20,0.97,0.38,16,right,,,,red,right,0.5,565.5,11,16
3,301,39,21,0.97,0.38,15,forward,,,,red,right,0.5,566.0,11,16
3,301,39,22,0.97,0.38,14,left,,,,green,left,0.5,566.5,11,16
3,301,39,23,0.97,0.38,13,forward,,,,red,right,0.5,567.0,11,16
3,301,39,24,0.97,0.38,12,left,,,,red,right,0.5,567.5,11,16
3,301,39,25,0.97,0.38,11,right,,,,green,left,0.5,568.0,11,16
3,301,39,26,0.97,0.38,10,left,,,,green,left,0.5,568.5,11,16
3,301,39,27,0.97,0.38,9,forward,,,,red,right,0.5,569.0,11,16
3,301,39,28,0.97,0.38,8,left,,,,green,left,0.5,569.5,11,16
3,301,39,29,0.97,0.38,7,forward,,,,green,left,0.5,570.0,11,16
3,301,39,30,0.97,0.38,6,right,,,,green,left,0.5,570.5,11,16
3,301,39,31,0.97,0.38,5,right,,,,red,right,0.5,571.0,11,16
3,301,39,32,0.97,0.38,4,right,,,,red,right,0.5,571.5,11,16
3,301,39,33,0.97,0.38,3,forward,,,,green,left,0.5,572.0,11,16
3,301,39,34,0.97,0.38,2,right,,,,green,left,0.5,572.5,11,16
3,301,39,35,0.97,0.38,1,right,,,,red,right,0.5,573.0,11,16
3,301,39,36,0.97,0.38,0,right,,,,green,left,0.5,573.5,11,16
3,301,40,1,0.97,0.38,35,right,,,,red,right,0.5,574.0,11,16
3,301,40,2,0.97,0.38,34,forward,,,,green,left,0.5,574.5,11,16
3,301,40,3,0.97,0.38,33,right,,,,red,right,0.5,575.0,11,16
3,301,40,4,0.97,0.38,32,forward,,,,red,right,0.5,575.5,11,16
3,301,40,5,0.97,0.38,31,left,,,,green,left,0.5,576.0,11,16
3,301,40,6,0.97,0.38,30,forward,,,,green,left,0.5,576.5,11,16
3,301,40,7,0.97,0.38,29,right,,,,red,right,0.5,577.0,11,16
3,301,40,8,0.97,0.38,28,forward,,,,green,left,0.5,577.5,11,16
3,301,40,9,0.97,0.38,27,right,,,,green,left,0.5,578.0,11,16
3,301,40,10,0.97,0.38,26,right,,,,green,left,0.5,578.5,11,16
3,301,40,11,0.97,0.38,25,left,,,,green,left,0.5,579.0,11,16
3,301,40,12,0.97,0.38,24,forward,,,,red,right,0.5,579.5,11,16
3,301,40,13,0.97,0.38,23,left,,,,green,left,0.5,580.0,11,16
3,301,40,14,0.97,0.38,22,forward,,,,red,right,0.5,580.5,11,16
3,301,40,15,0.97,0.38,21,left,,,,red,right,0.5,581.0,11,16
3,301,40,16,0.97,0.38,20,right,,,,green,left,0.5,581.5,11,16
3,301,40,17,0.97,0.38,19,left,,,,green,left,0.5,582.0,11,16
3,301,40,18,0.97,0.38,18,forward,,,,green,left,0.5,582.5,11,16
3,301,40,19,0.97,0.38,17,right,,,,green,left,0.5,583.0,11,16
3,301,40,20,0.97,0.38,16,right,,,,red,right,0.5,583.5,11,16
3,301,40,21,0.97,0.38,15,right,,,,green,left,0.5,584.0,11,16
3,301,40,22,0.97,0.38,14,right,,,left,red,left,-1,583.0,11,17
3,301,40,23,0.97,0.38,13,right,,,left,red,left,-1,582.0,11,18
3,301,40,24,0.97,0.38,12,right,,,left,red,right,0.5,582.5,11,18
3,301,40,25,0.97,0.38,11,right,,,,green,left,0.5,583.0,11,18
3,301,40,26,0.97,0.38,10,right,,,,green,left,0.5,583.5,11,18
3,301,40,27,0.97,0.38,9,left,,,,red,right,0.5,584.0,11,18
3,301,40,28,0.97,0.38,8,right,,,,red,right,0.5,584.5,11,18
3,301,40,29,0.97,0.38,7,right,,,,green,left,0.5,585.0,11,18
3,301,40,30,0.97,0.38,6,right,,,,green,left,0.5,585.5,11,18
3,301,40,31,0.97,0.38,5,left,left,,,red,left,-1,584.5,11,19
3,301,40,32,0.97,0.38,4,left,,,,red,right,0.5,585.0,11,19
3,301,40,33,0.97,0.38,3,right,,,,green,left,0.5,585.5,11,19
3,301,40,34,0.97,0.38,2,left,,,,green,left,0.5,586.0,11,19
3,301,40,35,0.97,0.38,1,forward,left,,,green,left,0.5,586.5,11,19
3,301,40,36,0.97,0.38,0,right,,,,green,left,0.5,587.0,11,19
3,301,41,1,0.97,0.38,20,forward,,,,red,right,0.5,587.5,11,19
3,301,41,2,0.97,0.38,19,left,,,,green,left,0.5,588.0,11,19
3,301,41,3,0.97,0.38,18,forward,,,,green,left,0.5,588.5,11,19
3,301,41,4,0.97,0.38,17,right,,,,red,right,0.5,589.0,11,19
3,301,41,5,0.97,0.38,16,forward,,,,green,left,0.5,589.5,11,19
3,301,41,6,0.97,0.38,15,right,,,,red,right,10.5,600.0,12,19
3,301,42,1,0.97,0.38,30,right,,,,red,right,0.5,600.5,12,19
3,301,42,2,0.97,0.38,29,right,,,,green,left,0.5,601.0,12,19
3,301,42,3,0.97,0.38,28,forward,,,,red,right,0.5,601.5,12,19
3,301,42,4,0.97,0.38,27,left,,,,red,right,0.5,602.0,12,19
3,301,42,5,0.97,0.38,26,forward,,,,red,right,0.5,602.5,12,19
3,301,42,6,0.97,0.38,25,left,,,,red,right,0.5,603.0,12,19
3,301,42,7,0.97,0.38,24,forward,,,,red,right,0.5,603.5,12,19
3,301,42,8,0.97,0.38,23,left,,,,green,left,0.5,604.0,12,19
3,301,42,9,0.97,0.38,22,forward,,,,red,right,0.5,604.5,12,19
3,301,42,10,0.97,0.38,21,left,,,,red,right,0.5,605.0,12,19
3,301,42,11,0.97,0.38,20,right,,,,green,left,0.5,605.5,12,19
3,301,42,12,0.97,0.38,19,left,,,,green,left,0.5,606.0,12,19
3,301,42,13,0.97,0.38,18,forward,left,,,red,left,-1,605.0,12,20
3,301,42,14,0.97,0.38,17,forward,,,,red,right,0.5,605.5,12,20
3,301,42,15,0.97,0.38,16,left,,,,green,left,0.5,606.0,12,20
3,301,42,16,0.97,0.38,15,forward,,,,red,right,0.5,606.5,12,20
3,301,42,17,0.97,0.38,14,left,,,,red,right,0.5,607.0,12,20
3,301,42,18,0.97,0.38,13,right,,,,red,right,0.5,607.5,12,20
3,301,42,19,0.97,0.38,12,right,,,,red,right,0.5,608.0,12,20
3,301,42,20,0.97,0.38,11,forward,,,,green,left,0.5,608.5,12,20
3,301,42,21,0.97,0.38,10,right,,,,green,left,0.5,609.0,12,20
3,301,42,22,0.97,0.38,9,right,,,,red,right,0.5,609.5,12,20
3,301,42,23,0.97,0.38,8,right,,,,red,right,0.5,610.0,12,20
3,301,42,24,0.97,0.38,7,forward,,,,green,left,0.5,610.5,12,20
3,301,42,25,0.97,0.38,6,right,,,,red,right,0.5,611.0,12,20
3,301,42,26,0.97,0.38,5,forward,,,,green,left,0.5,611.5,12,20
3,301,42,27,0.97,0.38,4,right,,,,red,right,0.5,612.0,12,20
3,301,42,28,0.97,0.38,3,right,,,,red,right,0.5,612.5,12,20
3,301,42,29,0.97,0.38,2,forward,,,,red,right,0.5,613.0,12,20
3,301,42,30,0.97,0.38,1,right,,,,green,left,0.5,613.5,12,20
3,301,42,31,0.97,0.38,0,left,,,,green,left,10.5,624.0,13,20
3,301,43,1,0.97,0.38,30,left,,,,green,left,0.5,624.5,13,20
3,301,43,2,0.97,0.38,29,forward,left,,,green,left,0.5,625.0,13,20
3,301,43,3,0.97,0.38,28,right,,,,green,left,0.5,625.5,13,20
3,301,43,4,0.97,0.38,27,right,,,,green,left,0.5,626.0,13,20
3,301,43,5,0.97,0.38,26,left,,,,green,left,0.5,626.5,13,20
3,301,43,6,0.97,0.38,25,forward,,,,red,right,0.5,627.0,13,20
3,301,43,7,0.97,0.38,24,left,,,,red,right,0.5,627.5,13,20
3,301,43,8,0.97,0.38,23,right,,,,red,right,0.5,628.0,13,20
3,301,43,9,0.97,0.38,22,right,,,,red,right,0.5,628.5,13,20
3,301,43,10,0.97,0.38,21,forward,,,,green,left,0.5,629.0,13,20
3,301,43,11,0.97,0.38,20,right,,,,green,left,0.5,629.5,13,20
3,301,43,12,0.97,0.38,19,right,,,,green,left,0.5,630.0,13,20
3,301,43,13,0.97,0.38,18,left,,,,green,left,0.5,630.5,13,20
3,301,43,14,0.97,0.38,17,forward,,,,red,right,0.5,631.0,13,20
